Bus,busmap
2926,US0 68
2928,US0 68
2930,US0 68
2932,US0 84
2935,US0 43
2936,US0 43
2939,US0 59
294,US0 24
2942,US0 29
2944,US0 46
2947,US0 29
2949,US0 78
2951,US0 29
2953,US0 4
2955,US0 65
2958,US0 65
296,US0 64
2961,US0 65
2963,US0 65
2965,US0 72
2967,US0 65
2969,US0 65
2971,US0 65
2974,US0 22
2976,US0 22
2978,US0 59
298,US0 34
2980,US0 72
2982,US0 72
2984,US0 72
2986,US0 72
2989,US0 65
2990,US0 63
2993,US0 74
2996,US0 45
2997,US0 45
2998,US0 74
3,US0 16
300,US0 81
3001,US0 87
3002,US0 87
3004,US0 68
3006,US0 68
3010,US0 88
3012,US0 46
3014,US0 38
3017,US0 4
3018,US0 4
302,US0 47
3020,US0 4
3023,US0 15
3026,US0 14
3028,US0 29
3031,US0 45
3032,US0 45
3034,US0 45
3036,US0 38
3039,US0 14
304,US0 28
3042,US0 95
3044,US0 14
3046,US0 78
3048,US0 89
3050,US0 78
3052,US0 78
3055,US0 78
3057,US0 70
306,US0 28
3060,US0 70
3062,US0 22
3065,US0 22
3066,US0 26
3068,US0 4
3071,US0 4
3074,US0 4
3076,US0 4
3079,US0 4
308,US0 7
3080,US0 38
3082,US0 38
3083,US0 38
3085,US0 14
3088,US0 72
3090,US0 45
3092,US0 45
3094,US0 35
3097,US0 10
310,US0 70
3100,US0 10
3102,US0 10
3104,US0 10
3106,US0 10
3108,US0 10
3110,US0 69
3111,US0 74
3113,US0 32
3116,US0 32
3118,US0 32
3120,US0 14
3122,US0 14
3124,US0 24
3128,US0 93
3129,US0 14
313,US0 25
3131,US0 14
3133,US0 14
3135,US0 32
3137,US0 61
3139,US0 35
3141,US0 39
3142,US0 39
3144,US0 39
3146,US0 99
3149,US0 61
315,US0 25
3150,US0 93
3152,US0 93
3153,US0 93
3155,US0 93
3156,US0 88
3158,US0 4
3159,US0 73
3162,US0 14
3164,US0 93
3165,US0 14
3166,US0 14
3167,US0 26
3168,US0 26
3169,US0 26
3172,US0 40
3173,US0 40
3175,US0 1
3177,US0 17
3179,US0 43
318,US0 47
3181,US0 62
3184,US0 13
3186,US0 78
3189,US0 24
3194,US0 93
3197,US0 93
3198,US0 81
32,US0 33
320,US0 24
3200,US0 13
3202,US0 99
3203,US0 52
3206,US0 99
3207,US0 49
3210,US0 88
3211,US0 76
3214,US0 5
3216,US0 5
3219,US0 34
3222,US0 45
3225,US0 70
3226,US0 65
3229,US0 45
323,US0 77
3231,US0 26
3232,US0 18
3236,US0 2
3237,US0 2
3239,US0 53
3240,US0 2
3242,US0 25
3245,US0 62
3248,US0 62
3249,US0 62
325,US0 77
3252,US0 67
3254,US0 3
3257,US0 3
3260,US0 89
3263,US0 89
3264,US0 89
3267,US0 89
3269,US0 85
3271,US0 39
3273,US0 39
3276,US0 41
328,US0 24
3280,US0 12
3281,US0 12
3283,US0 30
3284,US0 39
3286,US0 30
3287,US0 87
3289,US0 87
3290,US0 39
3294,US0 99
3296,US0 90
3298,US0 47
3301,US0 30
3303,US0 6
3306,US0 74
3307,US0 74
331,US0 25
3310,US0 20
3311,US0 16
3314,US0 20
3315,US0 20
3317,US0 20
3319,US0 20
3320,US0 6
3322,US0 20
3324,US0 20
3325,US0 6
3327,US0 20
3328,US0 90
3329,US0 67
3331,US0 67
3332,US0 87
3334,US0 87
3336,US0 39
3337,US0 6
3339,US0 0
334,US0 27
3340,US0 87
3341,US0 39
3342,US0 87
3344,US0 87
3345,US0 26
3347,US0 39
3349,US0 87
3351,US0 20
3352,US0 22
3353,US0 25
3354,US0 65
3356,US0 39
3357,US0 39
3359,US0 95
336,US0 7
3361,US0 95
3363,US0 95
3364,US0 95
3366,US0 24
3369,US0 24
3371,US0 24
3375,US0 74
3377,US0 87
3379,US0 87
338,US0 7
3381,US0 87
3383,US0 1
3384,US0 87
3386,US0 87
3388,US0 1
3389,US0 1
3391,US0 84
3393,US0 84
3394,US0 69
3397,US0 24
3399,US0 74
340,US0 7
3401,US0 84
3403,US0 24
3405,US0 88
3407,US0 24
3410,US0 78
3412,US0 84
3415,US0 95
3417,US0 95
3419,US0 95
3420,US0 40
3422,US0 95
3429,US0 40
343,US0 91
3431,US0 40
3433,US0 40
3434,US0 95
3436,US0 95
3437,US0 26
3439,US0 99
3440,US0 24
3443,US0 40
3446,US0 40
3448,US0 40
345,US0 52
3451,US0 40
3453,US0 87
3454,US0 52
3456,US0 24
3459,US0 24
3461,US0 24
3464,US0 22
3467,US0 88
3470,US0 40
3473,US0 40
3475,US0 40
3477,US0 40
3479,US0 97
348,US0 0
3484,US0 97
3486,US0 97
3487,US0 78
3489,US0 78
349,US0 52
3491,US0 24
3493,US0 78
3494,US0 78
3496,US0 78
3499,US0 96
35,US0 33
3501,US0 12
3503,US0 78
3505,US0 51
3506,US0 24
3508,US0 74
351,US0 52
3510,US0 74
3513,US0 72
3514,US0 24
3516,US0 24
3518,US0 78
3520,US0 51
3523,US0 51
3526,US0 24
3527,US0 51
3530,US0 46
3531,US0 46
3532,US0 38
3534,US0 38
3536,US0 68
3538,US0 68
354,US0 52
3540,US0 55
3543,US0 55
3549,US0 90
3551,US0 55
3554,US0 55
3556,US0 44
3559,US0 10
3562,US0 3
3564,US0 3
3566,US0 51
3568,US0 51
3570,US0 51
3572,US0 51
3574,US0 76
3576,US0 43
3577,US0 76
3579,US0 76
358,US0 52
3581,US0 76
3582,US0 16
3584,US0 16
3586,US0 16
3589,US0 13
3590,US0 13
3593,US0 22
3594,US0 75
3598,US0 90
36,US0 33
360,US0 47
3600,US0 66
3602,US0 44
3603,US0 82
3605,US0 51
3609,US0 51
3611,US0 51
3614,US0 51
3615,US0 82
3617,US0 51
362,US0 47
3622,US0 8
3624,US0 8
3626,US0 8
3629,US0 96
363,US0 42
3630,US0 96
3631,US0 8
3633,US0 96
3635,US0 32
3637,US0 32
3640,US0 96
3643,US0 96
3645,US0 32
3648,US0 8
365,US0 47
3650,US0 32
3652,US0 22
3654,US0 92
3656,US0 8
3658,US0 32
3660,US0 8
3662,US0 32
3665,US0 58
3668,US0 58
3669,US0 32
367,US0 47
3671,US0 16
3674,US0 58
3676,US0 58
3679,US0 58
368,US0 47
3680,US0 58
3684,US0 58
3687,US0 58
3690,US0 58
3692,US0 43
3695,US0 43
3698,US0 79
3700,US0 82
3702,US0 79
3704,US0 15
3706,US0 84
3708,US0 84
371,US0 47
3710,US0 69
3712,US0 69
3714,US0 15
3716,US0 69
3717,US0 69
3720,US0 69
3722,US0 84
3724,US0 84
3726,US0 69
3727,US0 15
3729,US0 15
3731,US0 15
3733,US0 15
3736,US0 15
3738,US0 15
374,US0 47
3740,US0 15
3742,US0 15
3744,US0 15
3748,US0 69
3750,US0 69
3753,US0 69
3755,US0 69
3757,US0 69
376,US0 47
3760,US0 69
3762,US0 69
3764,US0 52
3767,US0 9
377,US0 28
3770,US0 9
3772,US0 87
3774,US0 82
3775,US0 50
3776,US0 52
3778,US0 5
378,US0 47
3781,US0 5
3784,US0 5
3785,US0 66
3787,US0 77
3789,US0 77
3791,US0 77
3793,US0 92
3795,US0 48
3797,US0 77
3799,US0 77
38,US0 30
380,US0 47
3801,US0 77
3804,US0 77
3806,US0 77
3809,US0 77
3812,US0 77
3814,US0 48
3817,US0 77
3819,US0 48
382,US0 47
3820,US0 41
3821,US0 41
3824,US0 77
3826,US0 77
3828,US0 77
3831,US0 88
3835,US0 92
3837,US0 88
3838,US0 52
3839,US0 47
3841,US0 47
3843,US0 11
3845,US0 11
3847,US0 76
3849,US0 76
385,US0 47
3851,US0 84
3853,US0 76
3855,US0 76
3857,US0 76
3860,US0 20
3861,US0 15
3862,US0 41
3863,US0 41
3864,US0 41
3865,US0 76
3867,US0 76
3869,US0 76
3871,US0 76
3873,US0 76
3875,US0 76
3878,US0 76
388,US0 27
3881,US0 47
3884,US0 76
3886,US0 75
3888,US0 71
3889,US0 47
389,US0 27
3891,US0 17
3893,US0 87
3895,US0 87
3897,US0 84
3899,US0 77
390,US0 47
3901,US0 84
3903,US0 71
3906,US0 36
3908,US0 84
3911,US0 3
3914,US0 82
3917,US0 11
3920,US0 11
3923,US0 11
3924,US0 11
3926,US0 11
3929,US0 11
393,US0 13
3932,US0 71
3935,US0 71
3938,US0 71
3941,US0 71
3942,US0 71
3945,US0 71
3948,US0 71
395,US0 13
3952,US0 71
3954,US0 71
3957,US0 71
3960,US0 71
3963,US0 71
3966,US0 71
3969,US0 71
3970,US0 71
3973,US0 36
3974,US0 36
3977,US0 28
3979,US0 33
398,US0 34
3981,US0 84
3983,US0 71
3986,US0 60
3988,US0 28
3990,US0 69
3992,US0 49
3994,US0 87
3997,US0 60
3999,US0 60
4,US0 24
40,US0 74
400,US0 54
4002,US0 60
4003,US0 60
4006,US0 61
4009,US0 33
4010,US0 33
4012,US0 27
4013,US0 33
4015,US0 61
4016,US0 5
4018,US0 61
4021,US0 5
4023,US0 5
4027,US0 34
4029,US0 5
403,US0 34
4031,US0 61
4033,US0 61
4035,US0 61
4039,US0 61
4041,US0 61
4044,US0 13
4046,US0 13
4048,US0 0
405,US0 34
4050,US0 92
4052,US0 22
4054,US0 22
4056,US0 80
4057,US0 56
4063,US0 43
4066,US0 11
4068,US0 11
4070,US0 32
4072,US0 90
4074,US0 90
4075,US0 90
4077,US0 90
4079,US0 12
408,US0 34
4081,US0 12
4082,US0 90
4083,US0 90
4085,US0 88
4086,US0 17
4089,US0 17
4091,US0 40
4094,US0 17
4095,US0 17
4097,US0 65
4098,US0 65
410,US0 34
4100,US0 65
4103,US0 40
4104,US0 40
4106,US0 40
4109,US0 40
4110,US0 40
4111,US0 33
4113,US0 43
4115,US0 43
4117,US0 50
4120,US0 27
4122,US0 27
4123,US0 65
4125,US0 54
4128,US0 65
413,US0 34
4131,US0 88
4134,US0 88
4135,US0 15
4137,US0 74
4139,US0 65
4140,US0 88
4142,US0 71
4144,US0 61
4146,US0 23
4149,US0 61
4152,US0 23
4154,US0 23
4156,US0 23
4159,US0 23
416,US0 89
4161,US0 23
4162,US0 61
4164,US0 61
4166,US0 61
4168,US0 61
4170,US0 23
4171,US0 23
4174,US0 23
4176,US0 23
4178,US0 23
4180,US0 23
4182,US0 23
4184,US0 23
4186,US0 85
4188,US0 23
419,US0 16
4191,US0 23
4194,US0 23
4197,US0 23
4199,US0 23
420,US0 54
4202,US0 23
4204,US0 23
4207,US0 85
4209,US0 85
421,US0 54
4212,US0 23
4215,US0 23
4218,US0 85
4222,US0 1
4224,US0 85
4227,US0 85
423,US0 54
4230,US0 85
4232,US0 85
4234,US0 85
4236,US0 85
4238,US0 85
4241,US0 85
4243,US0 85
4246,US0 85
4248,US0 23
425,US0 42
4250,US0 23
4252,US0 1
4254,US0 31
4256,US0 1
4258,US0 85
426,US0 47
4261,US0 1
4262,US0 1
4264,US0 61
4268,US0 65
427,US0 28
4270,US0 70
4271,US0 22
4273,US0 22
4275,US0 70
4277,US0 70
4279,US0 70
4281,US0 70
4283,US0 65
4284,US0 65
4286,US0 70
4288,US0 70
4289,US0 65
4290,US0 65
4293,US0 6
4295,US0 65
4297,US0 86
4299,US0 1
43,US0 30
4301,US0 1
4303,US0 22
4304,US0 22
4305,US0 70
4308,US0 70
4309,US0 70
431,US0 10
4310,US0 88
4312,US0 70
4314,US0 87
4316,US0 87
4318,US0 65
432,US0 10
4320,US0 65
4322,US0 65
4324,US0 65
4326,US0 84
4327,US0 84
4329,US0 70
4331,US0 70
4333,US0 46
4336,US0 70
4338,US0 46
434,US0 10
4340,US0 65
4342,US0 18
4344,US0 46
4345,US0 46
4346,US0 46
4347,US0 46
4351,US0 46
4353,US0 46
4355,US0 46
4357,US0 46
4359,US0 46
436,US0 10
4360,US0 1
4361,US0 87
4363,US0 22
4365,US0 69
4366,US0 69
4368,US0 18
4370,US0 69
4372,US0 29
4374,US0 29
4376,US0 18
4378,US0 18
4380,US0 18
4382,US0 67
4384,US0 67
4387,US0 29
4389,US0 29
439,US0 10
4391,US0 46
4394,US0 4
4396,US0 65
4398,US0 4
4399,US0 4
4400,US0 4
4401,US0 4
4402,US0 63
4404,US0 4
4405,US0 4
4407,US0 70
4409,US0 4
441,US0 69
4412,US0 4
4414,US0 4
4417,US0 4
4419,US0 78
4421,US0 78
4424,US0 4
4425,US0 63
4427,US0 63
4428,US0 63
4429,US0 63
4430,US0 63
4434,US0 13
4437,US0 80
4440,US0 52
4443,US0 37
4446,US0 17
4448,US0 50
4449,US0 37
445,US0 59
4451,US0 37
4453,US0 37
4455,US0 84
4457,US0 84
4458,US0 84
4460,US0 84
4462,US0 84
4463,US0 84
4464,US0 37
4466,US0 1
4468,US0 91
4470,US0 37
4472,US0 1
4474,US0 1
4476,US0 91
4477,US0 84
4479,US0 22
448,US0 59
4480,US0 63
4481,US0 63
4482,US0 63
4483,US0 69
4484,US0 84
4485,US0 63
4486,US0 84
4487,US0 65
4489,US0 95
4491,US0 0
4493,US0 63
4495,US0 63
4499,US0 40
45,US0 47
450,US0 33
4501,US0 37
4502,US0 20
4504,US0 40
4506,US0 0
4508,US0 8
4510,US0 8
4512,US0 8
4513,US0 8
4515,US0 8
4517,US0 51
4519,US0 51
452,US0 57
4520,US0 49
4521,US0 28
4523,US0 0
4525,US0 67
4528,US0 4
4530,US0 58
4533,US0 35
4535,US0 93
4537,US0 58
4538,US0 17
4540,US0 51
4542,US0 54
4544,US0 8
4546,US0 60
4547,US0 15
455,US0 6
4550,US0 22
4552,US0 69
4553,US0 67
4554,US0 78
4556,US0 4
4558,US0 69
4560,US0 69
4562,US0 69
4564,US0 69
4565,US0 69
4567,US0 69
4568,US0 15
457,US0 6
4571,US0 45
4573,US0 45
4575,US0 29
4577,US0 45
4579,US0 45
4580,US0 33
4582,US0 77
4583,US0 70
4584,US0 65
4587,US0 18
4588,US0 54
4589,US0 22
4590,US0 65
4592,US0 63
4594,US0 11
4596,US0 11
4598,US0 11
460,US0 72
4600,US0 11
4602,US0 29
4605,US0 29
4607,US0 32
4608,US0 22
461,US0 72
4610,US0 54
4612,US0 54
4614,US0 89
4616,US0 10
4618,US0 88
4620,US0 63
4621,US0 63
4622,US0 63
4623,US0 63
4625,US0 23
4626,US0 36
4627,US0 69
4628,US0 14
463,US0 42
4630,US0 22
4631,US0 51
4632,US0 36
4633,US0 69
4634,US0 69
4637,US0 15
4639,US0 13
4640,US0 69
4641,US0 72
4643,US0 15
4644,US0 63
4646,US0 63
4649,US0 52
465,US0 42
4650,US0 52
4651,US0 69
4653,US0 69
4655,US0 93
4656,US0 36
4659,US0 69
4661,US0 69
4662,US0 69
4664,US0 69
4666,US0 38
4668,US0 67
4669,US0 29
467,US0 42
4672,US0 69
4673,US0 69
4674,US0 47
4676,US0 72
4677,US0 72
4678,US0 82
4680,US0 47
4682,US0 45
4683,US0 82
4685,US0 72
4687,US0 45
4689,US0 45
4691,US0 1
4694,US0 37
4696,US0 1
4697,US0 37
4698,US0 1
47,US0 70
470,US0 42
4700,US0 1
4702,US0 54
4705,US0 10
4708,US0 37
4709,US0 1
4711,US0 1
4712,US0 1
4713,US0 1
4715,US0 1
4716,US0 1
4717,US0 1
4718,US0 55
4719,US0 69
4721,US0 69
4722,US0 69
4724,US0 10
4725,US0 51
4726,US0 47
4727,US0 47
4728,US0 77
473,US0 62
4731,US0 0
4733,US0 18
4734,US0 69
4736,US0 45
4739,US0 67
4740,US0 69
4741,US0 69
4744,US0 69
4747,US0 60
4749,US0 69
475,US0 7
4750,US0 69
4752,US0 69
4753,US0 69
4754,US0 69
4755,US0 79
4756,US0 79
4757,US0 36
4759,US0 60
4761,US0 69
4763,US0 23
4765,US0 48
4767,US0 10
4770,US0 59
4773,US0 59
4774,US0 65
4775,US0 65
4778,US0 10
478,US0 71
4780,US0 48
4782,US0 95
4783,US0 39
4785,US0 92
4787,US0 92
4789,US0 65
479,US0 71
4790,US0 70
4791,US0 70
4792,US0 79
4793,US0 79
4794,US0 79
4795,US0 79
4797,US0 56
4800,US0 61
4801,US0 61
4803,US0 38
4805,US0 77
4806,US0 15
4807,US0 3
481,US0 47
4810,US0 3
4811,US0 82
4812,US0 31
4814,US0 3
4816,US0 7
4819,US0 25
4822,US0 40
4824,US0 15
4825,US0 15
4827,US0 77
4828,US0 72
4829,US0 72
483,US0 85
4830,US0 72
4831,US0 48
4832,US0 85
4834,US0 32
4838,US0 55
4839,US0 95
484,US0 85
4840,US0 33
4842,US0 8
4844,US0 60
4847,US0 54
4849,US0 48
485,US0 85
4852,US0 45
4855,US0 92
4857,US0 33
4858,US0 49
4859,US0 68
486,US0 47
4861,US0 79
4862,US0 38
4863,US0 38
4864,US0 68
4865,US0 68
4869,US0 38
4871,US0 49
4874,US0 22
4877,US0 77
4878,US0 67
4879,US0 63
4880,US0 67
4882,US0 62
4884,US0 4
4886,US0 84
4889,US0 47
489,US0 32
4891,US0 6
4892,US0 65
4894,US0 48
4897,US0 96
4898,US0 51
4900,US0 79
4901,US0 10
4902,US0 48
4903,US0 22
4904,US0 24
4906,US0 11
4908,US0 24
4909,US0 24
4911,US0 78
4912,US0 28
4915,US0 59
4916,US0 65
4918,US0 40
492,US0 32
4921,US0 40
4922,US0 47
4923,US0 47
4924,US0 47
4925,US0 18
4926,US0 54
4928,US0 51
4930,US0 51
4931,US0 50
4933,US0 48
4934,US0 45
4936,US0 49
4938,US0 20
494,US0 32
4942,US0 49
4944,US0 55
4945,US0 68
4948,US0 67
4950,US0 78
4951,US0 54
4952,US0 49
4954,US0 58
4956,US0 49
4957,US0 8
496,US0 32
4960,US0 95
4962,US0 34
4965,US0 12
4966,US0 12
4967,US0 72
4969,US0 89
4971,US0 89
4973,US0 6
4975,US0 24
4978,US0 40
4979,US0 1
498,US0 85
4982,US0 44
4983,US0 44
4984,US0 54
4986,US0 10
4988,US0 92
4990,US0 6
4992,US0 89
4995,US0 6
4996,US0 64
4997,US0 68
4998,US0 6
5,US0 0
50,US0 35
5000,US0 92
5001,US0 38
5002,US0 55
5005,US0 6
5006,US0 6
5007,US0 55
5009,US0 55
501,US0 35
5012,US0 54
5014,US0 48
5016,US0 11
5018,US0 42
5019,US0 38
5022,US0 76
5023,US0 68
5025,US0 52
5026,US0 67
5028,US0 54
5029,US0 47
503,US0 1
5030,US0 47
5032,US0 47
5033,US0 1
5034,US0 47
5035,US0 68
5037,US0 41
5039,US0 38
504,US0 1
5042,US0 35
5043,US0 38
5044,US0 84
5045,US0 49
5046,US0 48
5049,US0 10
505,US0 1
5050,US0 33
5052,US0 8
5054,US0 8
5056,US0 8
5058,US0 8
5060,US0 8
5062,US0 75
5063,US0 55
5064,US0 64
5066,US0 28
5067,US0 6
5069,US0 0
507,US0 84
5070,US0 79
5073,US0 52
5075,US0 69
5076,US0 15
5078,US0 55
5080,US0 1
5081,US0 48
5083,US0 5
5084,US0 58
5085,US0 6
5087,US0 72
5088,US0 49
5089,US0 64
509,US0 1
5090,US0 49
5091,US0 49
5092,US0 49
5094,US0 49
5095,US0 13
5096,US0 91
5097,US0 49
5099,US0 8
51,US0 35
5101,US0 8
5103,US0 8
5104,US0 8
5106,US0 96
5108,US0 96
511,US0 34
5110,US0 58
5112,US0 51
5114,US0 51
5116,US0 58
5118,US0 96
5120,US0 96
5122,US0 51
5124,US0 8
5126,US0 4
5127,US0 96
513,US0 96
5130,US0 96
5133,US0 4
5135,US0 96
5137,US0 96
5139,US0 96
5140,US0 49
5142,US0 4
5143,US0 46
5146,US0 4
5148,US0 96
5150,US0 22
5152,US0 40
5154,US0 46
5156,US0 51
5158,US0 51
516,US0 87
5160,US0 51
5161,US0 8
5162,US0 8
5163,US0 51
5165,US0 37
5167,US0 8
5169,US0 4
5170,US0 51
5171,US0 95
5172,US0 24
5173,US0 24
5174,US0 8
5176,US0 78
5179,US0 78
518,US0 84
5181,US0 78
5183,US0 67
5185,US0 78
5186,US0 78
5187,US0 23
5188,US0 96
5192,US0 4
5193,US0 4
5194,US0 4
5196,US0 24
5199,US0 4
520,US0 84
5201,US0 8
5202,US0 8
5203,US0 8
5204,US0 8
5206,US0 78
5207,US0 78
5209,US0 97
5212,US0 97
5214,US0 97
5215,US0 97
5217,US0 78
5220,US0 40
5222,US0 51
5223,US0 24
5225,US0 8
5227,US0 8
5229,US0 97
523,US0 84
5231,US0 97
5232,US0 1
5234,US0 24
5236,US0 40
5238,US0 40
5241,US0 12
5242,US0 12
5243,US0 12
5246,US0 67
5247,US0 1
5248,US0 1
5249,US0 31
5250,US0 31
5252,US0 69
5253,US0 15
5255,US0 69
5257,US0 90
5258,US0 90
5259,US0 12
526,US0 84
5260,US0 23
5262,US0 23
5268,US0 41
5269,US0 41
5271,US0 22
5273,US0 40
5274,US0 70
5275,US0 22
5278,US0 49
5279,US0 49
528,US0 84
5280,US0 23
5281,US0 23
5284,US0 23
5285,US0 23
5287,US0 5
5289,US0 70
5291,US0 17
5293,US0 22
5294,US0 28
5296,US0 54
5299,US0 78
5301,US0 54
5302,US0 17
5304,US0 89
5306,US0 47
5308,US0 22
531,US0 84
5310,US0 17
5313,US0 17
5314,US0 47
5318,US0 47
5319,US0 79
5320,US0 42
5323,US0 47
5324,US0 47
5325,US0 47
5328,US0 15
5329,US0 76
533,US0 84
5332,US0 44
5333,US0 24
5334,US0 24
5335,US0 80
5336,US0 24
5338,US0 24
5339,US0 15
5340,US0 15
5342,US0 72
5344,US0 72
5345,US0 15
5347,US0 15
5349,US0 10
535,US0 34
5350,US0 1
5352,US0 45
5353,US0 38
5355,US0 59
5357,US0 45
5359,US0 10
5361,US0 45
5363,US0 11
5364,US0 45
5365,US0 59
5368,US0 10
537,US0 34
5370,US0 59
5371,US0 22
5373,US0 32
5376,US0 32
5378,US0 32
5379,US0 32
5381,US0 59
5382,US0 59
5384,US0 10
5386,US0 10
5389,US0 10
5390,US0 22
5391,US0 32
5393,US0 42
5395,US0 52
5397,US0 52
540,US0 34
5400,US0 59
5401,US0 52
5404,US0 59
5406,US0 18
5408,US0 59
5411,US0 20
5413,US0 20
5414,US0 3
5415,US0 81
5416,US0 3
5417,US0 20
5419,US0 51
542,US0 34
5420,US0 24
5421,US0 24
5422,US0 24
5423,US0 3
5425,US0 20
5427,US0 9
5429,US0 20
5432,US0 29
5434,US0 28
5435,US0 82
5437,US0 20
544,US0 34
5440,US0 72
5441,US0 72
5444,US0 5
5446,US0 20
5447,US0 91
5449,US0 62
5450,US0 1
5451,US0 59
5453,US0 1
5455,US0 72
5457,US0 76
5459,US0 97
546,US0 34
5460,US0 76
5461,US0 68
5463,US0 93
5464,US0 62
5465,US0 98
5466,US0 67
5467,US0 15
5469,US0 20
5471,US0 20
5472,US0 31
5475,US0 35
5477,US0 86
5479,US0 15
548,US0 34
5481,US0 97
5482,US0 69
5483,US0 65
5486,US0 35
5487,US0 79
5490,US0 86
5491,US0 69
5492,US0 15
5494,US0 69
5496,US0 86
5498,US0 59
5499,US0 2
55,US0 10
5500,US0 15
5501,US0 51
5503,US0 15
5506,US0 40
5509,US0 59
551,US0 63
5512,US0 67
5514,US0 9
5516,US0 79
5519,US0 8
5522,US0 58
5523,US0 8
5524,US0 88
5525,US0 37
5526,US0 8
5528,US0 49
553,US0 96
5530,US0 88
5532,US0 23
5533,US0 49
5534,US0 69
5535,US0 33
5536,US0 82
5537,US0 93
5541,US0 5
5543,US0 97
5544,US0 28
5545,US0 96
5547,US0 91
5548,US0 1
5549,US0 91
555,US0 34
5550,US0 49
5553,US0 11
5555,US0 60
5556,US0 95
5559,US0 49
5562,US0 10
5564,US0 14
5566,US0 14
5568,US0 14
5569,US0 14
557,US0 34
5571,US0 74
5573,US0 14
5574,US0 14
5577,US0 43
5578,US0 14
5580,US0 93
5582,US0 14
5583,US0 22
5584,US0 43
5585,US0 43
5588,US0 47
559,US0 34
5590,US0 77
5592,US0 25
5593,US0 58
5597,US0 58
5599,US0 8
56,US0 10
5602,US0 96
5604,US0 8
5605,US0 58
5607,US0 58
5610,US0 58
5611,US0 58
5613,US0 58
5615,US0 40
5616,US0 40
5618,US0 40
562,US0 34
5620,US0 40
5622,US0 95
5624,US0 40
5627,US0 40
5629,US0 40
563,US0 34
5631,US0 43
5633,US0 43
5634,US0 43
5636,US0 43
5638,US0 43
5639,US0 40
5642,US0 40
5644,US0 95
5646,US0 43
5648,US0 43
5653,US0 95
5654,US0 95
5655,US0 24
5656,US0 24
5657,US0 51
5659,US0 24
5660,US0 76
5662,US0 49
5664,US0 40
5666,US0 93
5667,US0 97
5668,US0 28
567,US0 63
5671,US0 89
5672,US0 97
5674,US0 97
5676,US0 97
5679,US0 97
568,US0 34
5681,US0 40
5683,US0 97
5685,US0 71
5687,US0 15
5689,US0 15
5692,US0 40
5694,US0 40
5696,US0 40
5697,US0 80
5698,US0 97
57,US0 10
570,US0 57
5701,US0 17
5703,US0 97
5705,US0 97
5707,US0 97
5709,US0 8
5712,US0 97
5714,US0 28
5715,US0 97
5717,US0 43
572,US0 34
5720,US0 24
5722,US0 51
5724,US0 24
5725,US0 51
5727,US0 51
5729,US0 43
5731,US0 43
5733,US0 43
5734,US0 43
5735,US0 43
5738,US0 43
574,US0 34
5741,US0 43
5742,US0 43
5743,US0 43
5745,US0 91
5747,US0 91
5748,US0 61
5750,US0 29
5752,US0 1
5754,US0 40
5756,US0 40
5759,US0 40
576,US0 34
5765,US0 40
5768,US0 3
5770,US0 78
5773,US0 67
5774,US0 69
5776,US0 29
5777,US0 15
5780,US0 2
5781,US0 29
5784,US0 60
5785,US0 54
5786,US0 37
5787,US0 18
5788,US0 47
5789,US0 47
5790,US0 47
5791,US0 61
5792,US0 25
5795,US0 58
5796,US0 36
5797,US0 36
5799,US0 36
580,US0 57
5800,US0 36
5801,US0 58
5805,US0 58
5807,US0 8
5808,US0 58
5810,US0 58
5812,US0 58
5813,US0 80
5815,US0 11
5817,US0 47
5818,US0 47
5821,US0 40
5822,US0 58
5823,US0 58
5825,US0 58
5826,US0 87
5827,US0 40
583,US0 33
5830,US0 40
5833,US0 47
5834,US0 47
5835,US0 47
5836,US0 22
5838,US0 18
584,US0 7
5841,US0 36
5842,US0 22
5844,US0 47
5846,US0 95
5848,US0 4
5850,US0 4
5851,US0 47
5852,US0 47
5853,US0 36
5855,US0 99
5856,US0 42
5858,US0 73
586,US0 34
5861,US0 67
5862,US0 97
5864,US0 97
5865,US0 97
5866,US0 97
5867,US0 97
5868,US0 67
587,US0 53
5870,US0 95
5876,US0 43
5879,US0 43
5881,US0 43
5882,US0 63
5883,US0 85
5884,US0 65
5886,US0 97
5888,US0 97
5890,US0 97
5892,US0 97
5895,US0 97
5896,US0 97
5897,US0 97
59,US0 45
590,US0 25
5900,US0 97
5901,US0 97
5903,US0 17
5904,US0 17
5906,US0 17
5907,US0 97
5909,US0 97
5910,US0 97
5911,US0 97
5913,US0 97
5916,US0 93
5917,US0 15
5919,US0 97
5922,US0 97
5923,US0 97
5925,US0 97
5927,US0 97
5928,US0 72
5930,US0 97
5931,US0 97
5932,US0 97
5934,US0 97
5935,US0 97
5936,US0 97
5937,US0 97
5938,US0 40
5939,US0 40
5941,US0 34
5943,US0 11
5945,US0 51
5947,US0 51
5949,US0 51
595,US0 57
5951,US0 51
5952,US0 51
5954,US0 1
5955,US0 8
5957,US0 51
5960,US0 74
5962,US0 74
5964,US0 95
5965,US0 95
5967,US0 25
5968,US0 79
5969,US0 79
5972,US0 99
5974,US0 95
5976,US0 95
5979,US0 35
598,US0 25
5981,US0 24
5983,US0 24
5984,US0 51
5986,US0 11
599,US0 25
5990,US0 51
5992,US0 60
5993,US0 96
5996,US0 8
5998,US0 84
5999,US0 65
6000,US0 51
6002,US0 58
6005,US0 58
6007,US0 58
601,US0 34
6010,US0 58
6011,US0 58
6013,US0 58
